video_id,title,channel_title,content_category,publish_country,published_day_of_week,views,likes,dislikes,comment_count,age_group,locality,platform
Qp7QJpLhOs4,Creole Crab Noodles - Food Wishes - Spicy Crab Noodles,Food Wishes,howto & style,us,saturday,123016,4840,79,362,18-24,T Nagar,youtube
#NAME?,KAZAKHSTAN 24-hour ARMY RATION TASTE TEST | Kazakh MRE,emmymadeinjapan,howto & style,us,tuesday,190364,6372,196,1382,18-24,OMR,youtube
2ATuTL5i0_c,I tried following a Kylie Jenner Makeup Tutorial... Realizing thingsðŸ˜‚...,AdelaineMorin,howto & style,us,wednesday,1130639,48292,2303,3304,18-24,OMR,youtube
OBOm_jatVCI,Blind Fast Food Sub Sandwich Taste Test,Good Mythical Morning,entertainment,us,wednesday,1196319,26616,644,3221,18-24,Adyar,youtube
ikZQLvKZYMA,How to use DeWalt Batteries on Ryobi Tools for $30 | Building a DeWalt to Ryobi Adapter - 42Fab #16,42Fab - Metalworking and Multi-Medium Fabrication,howto & style,us,sunday,59285,602,88,139,18-24,T Nagar,youtube
jxWJLs7_doc,SUNNY - WAVE ft. Lil Jamez (Official Music Video),Jake Paul,people & blogs,us,saturday,3379566,91013,66176,29604,50+,T Nagar,youtube
JFydHaV0klA,"COLLEGE KIDS REACT TO K-POP (BTS, MONSTA X, SEVENTEEN, TWICE, Red Velvet)",FBE,entertainment,us,saturday,1893882,97553,3477,24611,13-17,T Nagar,youtube
2ckenWENyUg,Small Details You Missed In The Last Jedi,Looper,entertainment,us,saturday,424649,4485,417,899,18-24,T Nagar,youtube
aphpJi5jKrM,Women Play Hair Nah: Don't Touch Black Hair,BuzzFeedVideo,people & blogs,us,saturday,336546,10210,2044,3023,25-34,Porur,youtube
YRRczTwopgA,My Favorite Thanksgiving Recipe || Mayim Bialik,Mayim Bialik,film & animation,us,monday,27225,1966,47,374,50+,Anna Nagar,youtube
_IoOJu2_FKE,How Ticks Dig In With a Mouth Full of Hooks | Deep Look,Deep Look,science & technology,us,tuesday,997733,10642,400,1688,18-24,Velachery,youtube
U0z-x5O_Jpw,Elizabeth Olsen's Boyfriend Is Now Her Roommate,The Late Late Show with James Corden,entertainment,us,wednesday,756257,10548,173,664,18-24,T Nagar,youtube
SDGHRQyZKes,Sam Smith Will Only Do Karaoke to Fifth Harmony,The Tonight Show Starring Jimmy Fallon,comedy,us,friday,669789,15530,311,592,50+,Anna Nagar,youtube
D2mxKEa2xmA,10 Most DEVASTATING Cyber Attacks in History,MatthewSantoro,entertainment,us,sunday,214916,7813,666,777,35-50,Adyar,youtube
pxk88-K9mGQ,Introducing the Peloton Treadâ„¢,Peloton,science & technology,us,tuesday,98654,554,1109,433,35-50,Adyar,youtube
P9mBXomW1No,Recreating Princess Looks with Trendy Clothes!,lisbug,comedy,us,wednesday,47287,3729,201,570,18-24,Anna Nagar,youtube
ZLgE9FBOtTY,We Demand $1 Fries on the New McDonald's Dollar Menu,Good Mythical Morning,entertainment,us,thursday,351250,10495,638,1999,13-17,T Nagar,youtube
vjnqABgxfO0,The Grinch - Official Trailer (HD),Illumination,entertainment,us,thursday,10457323,93805,27576,17328,25-34,Velachery,youtube
EajOkkJ80uc,Ruby Rose Bought Her Mom a Giant Killer Pig,The Tonight Show Starring Jimmy Fallon,comedy,us,saturday,448835,5808,556,1202,35-50,Anna Nagar,youtube
FFsp5b4AUTE,"Roman Reigns is brutally ambushed by Brock Lesnar: Raw, March 19, 2018",WWE,sports,us,tuesday,8198243,88916,17628,20555,25-34,Anna Nagar,youtube
pcEQ5N0qGeM,Battle of the Boxes,Great Big Story,people & blogs,us,wednesday,211359,7033,76,533,35-50,Nungambakkam,youtube
maAa7J3iEM8,Lauren London Goes Sneaker Shopping With Complex,Complex,entertainment,us,tuesday,1129129,24585,1856,3861,18-24,Adyar,youtube
mqbwgqoF64Q,Masters Of The Sun: The Zombie Chronicles Augmented Reality Experience Release Date Trailer,Masters Of The Sun,entertainment,us,monday,4830,26,0,4,25-34,Adyar,youtube
JhvwFB-NUbA,Wendy Williams opens up about her return to TV,Good Morning America,entertainment,us,monday,841607,6175,3387,2898,13-17,Velachery,youtube
yDiXQl7grPQ,Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,science & technology,us,wednesday,23789688,393106,20520,122338,18-24,Velachery,youtube
VoUEz9yQJ8w,RAPID EYE MOVEMENTâŽªTeaser Trailer,Tentmaker Pictures,film & animation,us,tuesday,2068,0,0,1,25-34,Adyar,youtube
FepIkIILumA,Fortnite with Ninja | Dude Perfect,Dude Perfect,sports,us,monday,11386222,398817,17930,28445,25-34,OMR,youtube
wowAOdTYqw8,BIGBANG - ê½ƒ ê¸¸ (Flower Road) (ENG SUB ADDED),K-MUSIC,music,us,tuesday,6051646,170206,1840,12840,18-24,OMR,youtube
sxyotaytAS0,Hawaii's Kilauea volcano eruption forces evacuations,CBS News,news & politics,us,friday,1139049,4027,368,1481,18-24,T Nagar,youtube
4ZO-jde2smo,Grace VanderWaal Watches Fan Covers On YouTube | Glamour,Glamour Magazine,entertainment,us,thursday,844553,29204,360,1717,25-34,Adyar,youtube
eu6hJx1L9IU,Star Wars: THE LAST JEDI - Supercut of ALL trailers & commercials,Science vs Cinema,film & animation,us,monday,6320,90,8,15,18-24,Velachery,youtube
rutlOmdgqgI,FRANKIE - Coping (Official Video),FRANKIEmusicVEVO,music,us,friday,6383,227,17,35,18-24,Porur,youtube
AU9I1MX0c2s,George Ezra - Saviour (Lyric Video) ft. First Aid Kit,GeorgeEzraVEVO,music,us,monday,194487,7730,131,418,13-17,OMR,youtube
9fKALFSxX_Q,ThreadBanger: Do or DIY Trailer,ThreadBanger,howto & style,us,wednesday,301767,15271,828,1436,25-34,Adyar,youtube
HxuHo62reRw,How To Make Mesmerizing Japanese Desserts,Tasty,howto & style,us,wednesday,1487513,59652,628,1935,25-34,T Nagar,youtube
q1jzwV_s8_Y,Christina Aguilera - Twice (Audio),CAguileraVEVO,music,us,friday,886067,46993,1051,4228,13-17,Adyar,youtube
nzPcwk6O1Ks,Angela Bassett Describes The Waterfall Scenes In 'Black Panther',The Late Show with Stephen Colbert,entertainment,us,wednesday,241215,3316,151,665,18-24,T Nagar,youtube
J75enyWdbBM,David Guetta & Sia - Flames (Official Video),David Guetta,music,us,thursday,4989625,83292,3907,3783,13-17,Anna Nagar,youtube
kz3MEd1Jr0Q,Steve Aoki x Lauren Jauregui - All Night (Lyric Video) [Ultra Music],Ultra Music,music,us,friday,1888088,85515,1168,4044,13-17,T Nagar,youtube
E4c7EE8_IX0,Weezer - Africa,weezer,music,us,tuesday,3870505,104886,4405,8435,50+,OMR,youtube
E60w-0q8Y0Y,"It's true, wife and I are getting a divorce.  Here's whats next for us.",boogie2988,entertainment,us,wednesday,1761509,141412,6203,15847,18-24,Anna Nagar,youtube
XspEs1x9cPU,The real reason Amelia Earhart is so famous,Vox,news & politics,us,wednesday,572789,14753,639,1337,35-50,Velachery,youtube
OylDdm-6ZH0,I TRIED FOLLOWING A SIMPLY NAILOGICAL MAKEUP TUTORIAL... WOW!,NikkieTutorials,howto & style,us,saturday,2530002,172311,3524,9275,18-24,Porur,youtube
_9krQvcXKO4,JUST BETWEEN US: THE (UN)AUTHORIZED DOCUMENTARY,Just Between Us,comedy,us,monday,71452,5744,48,208,25-34,Anna Nagar,youtube
Qc9-dHabR2E,HOW I BECAME A MAKEUP ARTIST with pictures,Glam&Gore,entertainment,us,friday,330659,26222,152,2003,25-34,Adyar,youtube
t6rHHnABoT8,Astronaut Chris Hadfield Debunks Space Myths | WIRED,WIRED,science & technology,us,monday,1776429,70955,1541,6910,25-34,Velachery,youtube
KFm7fKqg13E,House Speaker Paul Ryan: â€˜Donâ€™t Forget This Is A Big Tax Cut For Families As Wellâ€™ | TODAY,TODAY,news & politics,us,wednesday,288881,1876,7853,3131,25-34,T Nagar,youtube
s1APv5uO2VU,[ASMR] Scratching Different Objects â™¡,Gibi ASMR,entertainment,us,friday,834798,16397,2602,5568,18-24,Tambaram,youtube
3y75zBl37f8,Adam Rippon Competes in the Olympics of Eating Spicy Wings | Hot Ones,First We Feast,howto & style,us,thursday,1029540,31757,5168,5710,18-24,T Nagar,youtube
Yg8jdBLTtfo,Try to Watch This Without Laughing or Grinning #78 (ft. Laurie Hernandez) (REACT),REACT,entertainment,us,friday,1535636,35069,1824,3294,35-50,Velachery,youtube
DQQN_79QrDY,"1,000,000 Dominoes Falling is Oddly SATISFYING",Hevesh5,entertainment,us,saturday,2787618,25712,2135,2689,25-34,Adyar,youtube
RlSzahonkTk,Little Mix - Nothing Else Matters (Glory Days Tour),littlemixVEVO,music,us,wednesday,432367,83297,500,5629,50+,OMR,youtube
i1AHCaokqhg,4-2: The History of Super Mario Bros.' Most Infamous Level,Summoning Salt,gaming,us,monday,777079,27223,749,2549,13-17,OMR,youtube
BIQK4-9YFW0,Five Finger Death Punch - Gone Away (Official Video),5FDPVEVO,music,us,friday,2316143,85645,2578,6031,25-34,Anna Nagar,youtube
Ji_4dH_FXzw,2018 Preakness Stakes I FULL RACE I NBC Sports,NBC Sports,sports,us,saturday,614232,2246,293,830,50+,T Nagar,youtube
zPJl2e38S4g,Walk it like I talk it - Wocket in my pocket - Migos vs Dr Suess,ScatterBrain News,news & politics,us,saturday,1757453,138226,691,6314,18-24,OMR,youtube
fJZht2-Kg3w,Bill Hader Breaks Down His 9 Best Roles | GQ,GQ,entertainment,us,friday,669165,12246,246,688,13-17,Adyar,youtube
eRphuaJ9iJ8,My Highs & Lows of 2017 | Ingrid Nilsen,Ingrid Nilsen,howto & style,us,monday,114372,3765,199,293,25-34,Tambaram,youtube
nzO5ViO_y8Y,How Do Kids and Artists See While Drawing? | Eye Tracking,Function,science & technology,us,wednesday,16021,311,3,19,25-34,Tambaram,youtube
b_lULj6v804,"Benches clear twice between Yankees, Red Sox",MLB,sports,us,thursday,1359328,9011,547,4545,35-50,Tambaram,youtube
i5qOzqD9Rms,Incredibles 2 Official Trailer,Disneyâ€¢Pixar,film & animation,us,friday,23893991,333897,13217,29180,18-24,Velachery,youtube
aEM2kOrrNJI,"Jennifer Lopez - Dinero ft. DJ Khaled, Cardi B",JenniferLopezVEVO,music,us,thursday,28108503,440269,41044,25215,25-34,Anna Nagar,youtube
cQp_C_Zrc3U,BTS Special / ë°©íƒ„ì†Œë…„ë‹¨ ìŠ¤íŽ˜ì…œ [2017 KBS Song Festival | 2017 KBS ê°€ìš”ëŒ€ì¶•ì œ / 2017.12.29],KBS World TV,entertainment,us,friday,2294643,150542,1476,8225,18-24,Tambaram,youtube
8X2kIfS6fb8,Cyberpunk 2077 â€“ official E3 2018 trailer,Cyberpunk 2077,gaming,us,sunday,4929812,211620,2782,24580,13-17,Velachery,youtube
TI5bEf-BULU,How Michael B. Jordan's Black Panther Makeup Was Done â€” Exclusive Behind The Scenes,INSIDER,entertainment,us,friday,4425659,60880,1317,2859,13-17,T Nagar,youtube
uiZprtMUyCM,'Bachelor' Finale: Worst Breakup Ever? | The View,The View,entertainment,us,tuesday,392155,2066,1259,800,25-34,Porur,youtube
lk8lozFBXpo,EVERY GAME STORE EVER,Smosh,comedy,us,monday,1739292,58742,2504,4229,25-34,Porur,youtube
r_HGFvrw5nQ,AUNTS RANTS: We Need Dates (with Grace Helbig),Mamrie Hart,comedy,us,tuesday,130382,9431,90,419,18-24,Velachery,youtube
l884wKofd54,Enrique Iglesias - MOVE TO MIAMI (Official Video) ft. Pitbull,EnriqueIglesiasVEVO,music,us,wednesday,4221902,121043,5485,6521,18-24,T Nagar,youtube
wIimU5-UEPc,Can Selena Gomez remember her own lyrics?,BBC Radio 1,music,us,thursday,4080130,111118,2450,5991,35-50,Velachery,youtube
fd7M_5xW0SI,Sia - Ho Ho Ho,SiaVEVO,music,us,friday,597878,56306,675,3494,18-24,Tambaram,youtube
4b_tL3mh-Gw,BRING IT IN 2018,vlogbrothers,people & blogs,us,tuesday,220164,13681,207,2397,35-50,Porur,youtube
HgknAaKNaMM,Carrie Underwood - The Champion ft. Ludacris,carrieunderwoodVEVO,music,us,friday,5247733,96749,5131,5762,18-24,Anna Nagar,youtube
XiIShINrftE,Taylor Swift - â€˜Look What You Made Me Doâ€™ (Live At Capitalâ€™s Jingle Bell Ball 2017),Capital FM,music,us,sunday,1433352,43604,4030,3251,18-24,T Nagar,youtube
5jmaUAvUou4,"Lily Marstonâ€™s Cozy, Gray-Toned Living & Dining Room Makeover | OMG We're Coming Over | Mr. Kate",Mr. Kate,howto & style,us,thursday,891152,46423,366,2373,25-34,Porur,youtube
fKuxh0E9mSI,CHVRCHES - My Enemy ft. Matt Berninger,ChvrchesVEVO,music,us,wednesday,607765,11866,458,780,18-24,Velachery,youtube
mmP1aHJjJ-U,Black Panther's Costume Designer Breaks Down T'Challa's Entrance Scene | Vanity Fair,Vanity Fair,entertainment,us,tuesday,371473,16588,238,870,25-34,Adyar,youtube
r9lQggOQGvw,Liam Payne Goes Sneaker Shopping With Complex,Complex,entertainment,us,monday,677766,20594,730,2170,18-24,Nungambakkam,youtube
z1Fvrmf4BXc,MY GIRLFRIEND IS MOVING INTO OUR NEW HOUSE?!,Lucas and Marcus,entertainment,us,sunday,7344728,286189,10991,31354,18-24,T Nagar,youtube
dKccvk36atQ,We Tried To Re-Create This Cheese-Covered Burger,Tasty,howto & style,us,saturday,1417575,40109,836,2732,35-50,OMR,youtube
H_TJs9vH0ow,CLOVES - Bringing The House Down,ClovesVEVO,music,us,thursday,30260,1769,20,65,18-24,T Nagar,youtube
5wVnr3cahQg,WHAT I GOT MY GIRLFRIEND FOR CHRISTMAS ðŸ‘€ðŸ’•,Pixielocks,people & blogs,us,wednesday,38463,3235,75,507,25-34,Velachery,youtube
NjMd89dggAk,Shawn Mendes - In My Blood (Live From The Billboard Music Awards / 2018),ShawnMendesVEVO,music,us,monday,518810,24143,1048,847,35-50,Tambaram,youtube
pmdVVDkvJXU,"Saoirse Ronan on Harassment, Need to Know There's Support Here No Matter What | Close Up With THR",The Hollywood Reporter,entertainment,us,tuesday,83770,1380,16,270,25-34,Velachery,youtube
I7LJIuB2CHE,Elon Musk on how Falcon Heavy will change space travel,The Verge,science & technology,us,wednesday,2054381,56372,1632,4894,18-24,Nungambakkam,youtube
JDnfux-fSJU,ATTEMPTING HOLIDAY LIFE HACKS,jennxpenn,entertainment,us,saturday,159006,13214,264,533,35-50,Adyar,youtube
zV9XlOw0Dyw,Bayern Munich vs. Real Madrid | 2017-18 UEFA Champions League Highlights,FOX Soccer,people & blogs,us,wednesday,896921,5066,417,1355,35-50,Anna Nagar,youtube
3XklsSF53pc,How-To Make a Steak Sandwich with Matty Matheson,Munchies,entertainment,us,tuesday,624023,18102,455,1761,18-24,Anna Nagar,youtube
NjMd89dggAk,Shawn Mendes - In My Blood (Live From The Billboard Music Awards / 2018),ShawnMendesVEVO,music,us,monday,474199,23050,986,832,13-17,Velachery,youtube
_JhaVNJb3ag,Heart-Wrenching Video: Starving Polar Bear on Iceless Land | National Geographic,National Geographic,pets & animals,us,monday,645090,11212,1659,6561,35-50,Velachery,youtube
hRnVb4z6Hw0,Stephen A. hilariously goes off on Max for changing take on Pelicans-Warriors | First Take | ESPN,ESPN,sports,us,monday,703818,8045,365,2462,25-34,T Nagar,youtube
CvqtJTrsKCE,BREAKUP ADVICE WITH MY EX!,Cammie Scott,people & blogs,us,thursday,549808,27217,1417,1863,25-34,Velachery,youtube
raJMFayG5UA,Royal wedding 2018: Lip-reader on what Meghan and Harry said - BBC News,BBC News,news & politics,us,sunday,504527,2761,445,673,50+,Velachery,youtube
sS0LCjOiIhc,GOT7 Look M/V,jypentertainment,music,us,monday,23746056,1014230,10541,205744,25-34,OMR,youtube
Np0LMwqtOVM,Brad Makes Sous Vide Steak | Kitchen Basics | Bon Appetit,Bon AppÃ©tit,howto & style,us,wednesday,441900,9103,222,896,18-24,OMR,youtube
tjA7nAHOAww,"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",SiaVEVO,music,us,thursday,13950247,376499,5675,12921,18-24,OMR,youtube
9QojtREFuFU,Build Shower Tank,Primitive Survival Tool,people & blogs,us,tuesday,1888573,15391,1407,1847,18-24,T Nagar,youtube
cWHAsCWry8s,Beekeeping With Cody s2e1: Coming out of Winter,Cody'sBLab,people & blogs,us,thursday,102900,7690,52,1181,35-50,Anna Nagar,youtube
HkOLf9BMRZ4,Beauty gadgets of the future,The Verge,science & technology,us,monday,36823,745,66,71,13-17,OMR,youtube
3y75zBl37f8,Adam Rippon Competes in the Olympics of Eating Spicy Wings | Hot Ones,First We Feast,howto & style,us,thursday,1108912,33206,5164,5900,25-34,Velachery,youtube
IX6gYfA6l88,What's inside a Microwave Popcorn Bag?,What's Inside?,science & technology,us,sunday,976396,12117,3190,4333,35-50,T Nagar,youtube
tjA7nAHOAww,"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",SiaVEVO,music,us,thursday,16627740,408701,6259,13358,35-50,Tambaram,youtube
vglAsbxMX_Q,ATTEMPTING EVERY 2017 TREND,jennxpenn,entertainment,us,saturday,469919,36420,815,2216,18-24,Tambaram,youtube
rTukZtX_VCg,Barge carrying New Year's Eve fireworks explodes during display in eastern Australia,Guardian News,news & politics,us,monday,72493,486,33,170,35-50,Adyar,youtube
3mB2fIt7vzw,Nintendo Switch Now the Fastest-Selling Home Console in US History - IGN News,IGN News,gaming,us,thursday,8110,302,16,197,13-17,T Nagar,youtube
N7HFXgyTya0,My Dinosaur Is a Service Animal (with Chris Pratt and Bryce Dallas Howard!),CollegeHumor,comedy,us,tuesday,468522,35427,456,1809,25-34,Tambaram,youtube
1csFTDXXULY,Can you solve the false positive riddle? - Alex Gendler,TED-Ed,education,us,tuesday,476386,12919,416,1395,18-24,Adyar,youtube
KhxqJzr6FAE,TODRICK RETURNS TO BROADWAY,todrickhall,entertainment,us,thursday,50157,5561,31,422,18-24,Tambaram,youtube
KUXd7p_vd3w,Solo: A Star Wars Story Crew TV Spot (:45),Star Wars,entertainment,us,sunday,763757,16478,604,2205,25-34,Tambaram,youtube
LlQdOHakvHg,Why do Olympians bite their medals? | Burning Questions,Olympic,sports,us,saturday,87991,1318,190,161,18-24,Tambaram,youtube
sw-l5SW5hik,David Blaine - David Blaine Live & the Ice Pick Trick | The Daily Show,The Daily Show with Trevor Noah,comedy,us,sunday,1837258,20176,2547,2453,18-24,Adyar,youtube
12m1rG0Tj7U,Jimmy Kimmel on Roseanne Cancellation,Jimmy Kimmel Live,comedy,us,wednesday,2190835,19535,5243,7728,25-34,T Nagar,youtube
ObvUP5YxAKg,7th-grader shoots himself at Jackson Memorial Middle School in Stark County,News 5 Cleveland,news & politics,us,tuesday,1231267,6032,1146,9902,35-50,OMR,youtube
USXoINPEhoA,Let's Talk About Google Duplex!,Marques Brownlee,science & technology,us,thursday,2104319,92538,1553,14491,25-34,OMR,youtube
N0tmF4j4K6g,What Does It Take To Be A Blue Planet II Cameraman? #OurBluePlanet - BBC Earth,BBC Earth,pets & animals,us,wednesday,43009,2017,15,167,25-34,OMR,youtube
99t4EBwIAt8,Shawn Mendes Answers the Web's Most Searched Questions | WIRED,WIRED,entertainment,us,thursday,1834835,92084,488,2497,18-24,T Nagar,youtube
DRfniGCgW0I,Cat Alarm Clock,Cole and Marmalade,pets & animals,us,monday,297935,10875,294,1253,18-24,T Nagar,youtube
uYaN4OLxm08,Eating Habits - Simon's Cat | GUIDE TO,Simon's Cat,pets & animals,us,friday,157383,8162,221,342,18-24,Porur,youtube
WknsomB28mE,TRYING A DRUGSTORE MAGNETIC MASK! âš¡ï¸,Carli Bybel,howto & style,us,wednesday,415196,17519,531,1014,18-24,OMR,youtube
ySy8mcceTno,SLENDER MAN - Official Trailer (HD),Sony Pictures Entertainment,entertainment,us,wednesday,3195112,61513,15508,21892,35-50,Porur,youtube
zOgle88sKro,The German Town That's Literally Breaking Apart,Tom Scott,education,us,monday,604117,22195,184,1228,25-34,Tambaram,youtube
HdusPnywwPI,SIRI PICKS MY MAKEUP,Tati,howto & style,us,friday,1342774,57577,1554,6481,25-34,Adyar,youtube
sV7QeEJ9daI,The French Toast Breakfast Sandwich,ByronTalbott,howto & style,us,tuesday,73436,3148,148,277,25-34,OMR,youtube
Kemqo35m8gk,I Tried Making Kinetic Sand!,DaveHax,howto & style,us,friday,1329345,11609,1917,1897,35-50,Porur,youtube
KozDGo0bsJA,The Fastest 40-Yard Dash Times of 2018! | NFL Combine Highlights,NFL,sports,us,wednesday,491511,4392,89,684,18-24,Adyar,youtube
loWpbevW9xg,Charmed | Extended First Look | The CW,The CW Television Network,entertainment,us,thursday,605714,2810,4843,2163,18-24,OMR,youtube
9reizHjwuNY,WHAT IS THIS LINE? (on my Super Blue Blood Moon Photo) - Smarter Every Day 188,SmarterEveryDay,science & technology,us,sunday,723499,27434,490,5650,25-34,T Nagar,youtube
EhSXsTSNDyo,5 Seconds Of Summer - Want You Back (Official Video),5SOSVEVO,music,us,tuesday,4315780,341063,3079,26024,25-34,Velachery,youtube
ONviWNYLKME,Reviewing Movies We Didn't See,CollegeHumor,comedy,us,saturday,814106,36173,939,2184,13-17,OMR,youtube
305ryPvU6A8,HomePod â€” Welcome Home by Spike Jonze â€” Apple,Apple,science & technology,us,tuesday,7365395,98457,17797,0,35-50,Anna Nagar,youtube
hHFuZVGpBC0,Crushing and Slicing Red Hot Steel with Hydraulic Press,Hydraulic Press Channel,science & technology,us,saturday,617485,11008,440,1136,35-50,Anna Nagar,youtube
uY6lAISZQ0Q,Inside The NBA: Cavaliers vs. Raptors Game 2 Analysis,NBA on TNT,sports,us,friday,685335,4964,204,1290,25-34,Anna Nagar,youtube
fS2fsa1fuIw,"If It Fits, I Sits...",Cole and Marmalade,pets & animals,us,thursday,1202228,39642,430,2667,25-34,Anna Nagar,youtube
QzT0lJPLbdQ,Mom Who Went Blind When She Was Shot in Las Vegas Massacre Can See Again,Inside Edition,news & politics,us,wednesday,374226,7155,233,1324,50+,Anna Nagar,youtube
42ZE4DCJkEo,"125 Cupcake Challenge (12,083 Calories)",Matt Stonie,entertainment,us,tuesday,1847318,55049,1316,8842,25-34,Velachery,youtube
8V08Gu1DOgE,Fifty Shades Freed - Mrs. Grey Will See You Now [HD],Fifty Shades,entertainment,us,tuesday,2130659,28119,4721,2933,13-17,Porur,youtube
9SCNLl0MQPM,Apple Announces March 27th Keynote! What To Expect,EverythingApplePro,entertainment,us,friday,460897,14764,345,1570,18-24,Adyar,youtube
DfxhWPvhFCQ,Iggy Azalea Burned Nick Young's Designer Clothes | WWHL,Watch What Happens Live with Andy Cohen,entertainment,us,monday,581030,5327,2435,1895,25-34,T Nagar,youtube
AsTdC2RToIA,I Followed A James Charles' Makeup Tutorial,LaurDIY,howto & style,us,sunday,2280946,90530,1128,9108,25-34,T Nagar,youtube
apRvFNM5Vps,Inside the NBA: Andre Ingram Speaks With The Inside Crew,NBA on TNT,sports,us,wednesday,126416,2761,38,440,35-50,OMR,youtube
S9ibNh16xfs,JhenÃ© Aiko & Her Daughter Namiko Love Perform 'Sing To Me' | Dear Mama,VH1,entertainment,us,tuesday,4896967,214729,1148,7800,35-50,Velachery,youtube
ixMqVcjsSVM,Blindfolded Cake Decorating Challenge!  | How To Cake It | Yolanda Gampp,How To Cake It,howto & style,us,thursday,96250,3919,59,648,35-50,Tambaram,youtube
YL9sNrOlK-I,2 wingsuit flyers BASE jump into a plane in mid-air. | A Door In The Sky,Red Bull,sports,us,tuesday,1699436,20219,348,1314,25-34,OMR,youtube
sJGgV3p8JzY,Grace VanderWaal - City Song,GraceVanderWaalVEVO,music,us,wednesday,1135354,108921,1094,7541,13-17,Tambaram,youtube
al2l6YLt7cg,"NCT 127 on Latest Single 'Touch', New Album 'NCT 127 Empathy,' & More! | Billboard",Billboard,music,us,tuesday,378054,45049,563,4785,50+,Anna Nagar,youtube
4HU6Z7anycw,Lucas the Spider - Polar Bear,Lucas the Spider,film & animation,us,sunday,3938807,234925,4555,15724,35-50,OMR,youtube
SVmuTIQBoio,Watch Jordan Peele's Oscar 2018 Acceptance Speech for Best Original Screenplay,ABC Television Network,entertainment,us,monday,1725576,29243,1628,4148,13-17,Anna Nagar,youtube
8x7UtZKwfHA,World's Biggest Fortnite Gaming Setup!,Unbox Therapy,science & technology,us,sunday,2229357,62592,4456,13300,35-50,Nungambakkam,youtube
3RlbqOl_4NA,"UFO spotted by US fighter jet pilots, new footage reveals - BBC News",BBC News,news & politics,us,tuesday,1096519,11252,1574,4879,50+,OMR,youtube
a_u7g5BlfiY,Nintendo Direct Mini 1.11.2018,Nintendo,gaming,us,thursday,2701996,91647,4116,27735,18-24,Anna Nagar,youtube
CbfnCflL4-E,Annihilation (2018) - The Shimmer Featurette - Paramount Pictures,Paramount Pictures,film & animation,us,friday,126537,1536,277,814,25-34,Anna Nagar,youtube
XT3gEidTKAc,Just a Couple Friends - Acoustic (MUSIC VIDEO),Sugar Pine 7,entertainment,us,wednesday,110087,11158,156,828,18-24,T Nagar,youtube
dcipHnWcB0w,Kim Kardashian's Surrogate Didn't Know Whose Baby She Was Carrying!,The Real Daytime,entertainment,us,thursday,614887,5594,448,597,13-17,OMR,youtube
-R9F2_D76TE,Scientists Have Detected the First Stars | Space Time,PBS Space Time,education,us,thursday,346685,8756,318,1219,18-24,Anna Nagar,youtube
C-rumHvmqCA,T-Mobile | #LittleOnes | 2018 Big Game Ad,T-Mobile,entertainment,us,monday,15045586,0,0,0,25-34,Adyar,youtube
Pymm6cmE9uQ,SICARIO 2: SOLDADO - Official Teaser Trailer (HD),Sony Pictures Entertainment,entertainment,us,tuesday,3169672,30523,804,3918,13-17,Anna Nagar,youtube
o3T_o4WM-n8,A Crushing Valentine's Day,Studio C,comedy,us,friday,379347,16749,440,2445,18-24,OMR,youtube
15UK0924t_o,CELEBRITY HAIRSTYLIST DOES MY HAIR: RIHANNA!,Amber Scholl,howto & style,us,saturday,268343,14304,343,1107,18-24,Tambaram,youtube
sOz90t6gH-8,Papal marriage: Pope marries two flight attendants aboard flight,ROME REPORTS in English,news & politics,us,thursday,8128,84,11,8,25-34,Tambaram,youtube
VSJ0STT8JRw,Stop Pitching Sketches About Other Cast Members,CollegeHumor,comedy,us,saturday,690690,24559,802,2015,35-50,Tambaram,youtube
v1OhsiZjpww,'I have taken poison' claims war criminal,The Telegraph,news & politics,us,wednesday,899565,2435,887,9,25-34,T Nagar,youtube
vAuO3bHxSpc,Primitive Technology: Round hut,Primitive Technology,people & blogs,us,friday,3848847,151937,1434,12532,25-34,T Nagar,youtube
mniFYSyH7HE,DIY TACO PIZZA ðŸŒ®ðŸ•,HellthyJunkFood,entertainment,us,sunday,320001,8646,831,1441,25-34,OMR,youtube
Am6NHDbj6XA,Donald Glover on This is America Music Video,Jimmy Kimmel Live,entertainment,us,friday,5437925,93573,11859,3287,18-24,Velachery,youtube
koUB3vl737c,"White House pressed on Michael Flynn, Roy Moore",CNN,news & politics,us,tuesday,96255,406,281,908,18-24,Velachery,youtube
4ftGS_6i7mM,Bill Belichick Addresses the Midshipmen | A SEASON WITH NAVY FOOTBALL | SHOWTIME,SHOWTIME Sports,sports,us,wednesday,26922,111,14,38,25-34,T Nagar,youtube
1PhPYr_9zRY,BTS Plays With Puppies While Answering Fan Questions,BuzzFeed Celeb,people & blogs,us,friday,7673161,633030,3896,61007,18-24,Anna Nagar,youtube
8qL4lMQQ9IE,Star Wars: The Last Jedi - Movie Review,Chris Stuckmann,entertainment,us,tuesday,526934,25109,1026,4700,13-17,T Nagar,youtube
ZEWi-0Q_bpg,Cavs players reportedly upset with LeBron; did Magic quietly snub Luke? | SportsNation | ESPN,ESPN,sports,us,monday,107113,965,71,575,25-34,Porur,youtube
